,Country,LifeExpectancy,Alcohol
162,Togo,56.44666666666667,0.9473333333333332
163,Tonga,72.46666666666665,1.1673333333333331
164,Trinidad and Tobago,71.06,6.044666666666666
165,Tunisia,74.29333333333334,1.3106666666666666
166,Turkey,73.78666666666668,1.4213333333333331
167,Turkmenistan,64.50666666666666,2.6546666666666665
168,Uganda,55.266666666666666,8.050666666666666
169,Ukraine,69.84666666666668,7.3693333333333335
170,United Arab Emirates,75.60666666666667,1.75
171,United Kingdom of Great Britain and Northern Ireland,80.79375,11.13125
172,United Republic of Tanzania,55.620000000000005,3.5826666666666664
173,United States of America,77.98,8.579333333333333
174,Uruguay,76.01333333333332,6.172666666666667
175,Uzbekistan,67.94,1.608666666666667
176,Vanuatu,71.34666666666666,0.8066666666666665
177,Venezuela (Bolivarian Republic of),73.33999999999999,7.419999999999999
178,Viet Nam,74.69333333333334,3.087333333333334
179,Yemen,63.74000000000001,0.04733333333333333
180,Zambia,53.379999999999995,2.2393333333333336
181,Zimbabwe,49.386666666666656,4.482000000000001
